									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
1481	28141	Tishomingo	MS	1481	1	28141	Tishomingo	MS	6141	1117	18.20%	4982	81.10%	3865	62.90%	R	R4		ff0000	0.618	1	1.6	8088	960	11.90%	6841	84.60%	5881	72.70%	R	R4		ff0000	0.618	1	1.6	4488	842	18.80%	3455	77.00%	2613	58.20%	R	R3		ff7878	0.618	1	1.6	7666	1992	26.00%	5432	70.90%	3440	44.90%	R	R3		ff7878	0.618	1	1.6	5354	1897	35.40%	3292	61.50%	1395	26.10%	R	R2		ff9999	0.618	1	1.6
1482	28143	Tunica	MS	1482	2	28143	Tunica	MS	2454	1980	80.70%	0	0.00%	1635	-80.70%	D	B5		80	0.618	1	1.6	3446	2611	75.80%	731	21.20%	1880	-54.60%	D	B3		6a5acd	0.618	1	1.6	1605	1213	75.60%	0	0.00%	943	-75.60%	D	B4		0000cd	0.618	1	1.6	4087	3232	79.10%	753	18.40%	2479	-60.70%	D	B4		0000cd	0.618	1	1.6	1922	1416	73.70%	469	24.40%	947	-49.30%	D	B3		6a5acd	0.618	1	1.6
1483	28145	Union	MS	1483	1	28145	Union	MS	8339	1304	15.60%	6974	83.60%	5670	68.00%	R	R4		ff0000	0.618	1	1.6	11214	1636	14.60%	9295	82.90%	7659	68.30%	R	R4		ff0000	0.618	1	1.6	5563	998	17.90%	4429	79.60%	3431	61.70%	R	R4		ff0000	0.618	1	1.6	11087	2853	25.70%	7972	71.90%	5119	46.20%	R	R3		ff7878	0.618	1	1.6	7338	2381	32.40%	4791	65.30%	2410	32.80%	R	R2		ff9999	0.618	1	1.6
1484	28147	Walthall	MS	1484	3	28147	Walthall	MS	5122	2069	40.40%	2994	58.50%	925	18.10%	R	R1		ffcccc	0.618	1	1.6	6639	2317	34.90%	4093	61.70%	1776	26.80%	R	R2		ff9999	0.618	1	1.6	3825	1380	36.10%	2323	60.70%	943	24.70%	R	R2		ff9999	0.618	1	1.6	6024	0	0.00%	4572	75.90%	4572	75.90%	R	R4		ff0000	0.618	1	1.6	5121	1921	37.50%	3124	61.00%	1203	23.50%	R	R2		ff9999	0.618	1	1.6
1485	28149	Warren	MS	1485	2	28149	Warren	MS	14860	8288	55.80%	0	0.00%	3117	-55.80%	D	B3		6a5acd	0.618	1	1.6	19051	9780	51.30%	8324	43.70%	1456	-7.60%	D	B1		cce5ff	0.618	1	1.6	10656	5505	51.70%	0	0.00%	1594	-51.70%	D	B3		6a5acd	0.618	1	1.6	20741	10399	50.10%	9959	48.00%	440	-2.10%	D	B1		cce5ff	0.618	1	1.6	12688	5173	40.80%	7402	58.30%	2229	17.60%	R	R1		ffcccc	0.618	1	1.6
1486	28151	Washington	MS	1486	2	28151	Washington	MS	13553	10461	77.20%	0	0.00%	7978	-77.20%	D	B4		0000cd	0.618	1	1.6	16514	11781	71.30%	4204	25.50%	7577	-45.90%	D	B3		6a5acd	0.618	1	1.6	8528	6106	71.60%	0	0.00%	4298	-71.60%	D	B4		0000cd	0.618	1	1.6	19086	13863	72.60%	5032	26.40%	8831	-46.30%	D	B3		6a5acd	0.618	1	1.6	10257	6215	60.60%	3965	38.70%	2250	-21.90%	D	B2		99ccff	0.618	1	1.6
1487	28153	Wayne	MS	1487	4	28153	Wayne	MS	7384	2746	37.20%	4589	62.10%	1843	25.00%	R	R2		ff9999	0.618	1	1.6	9478	3138	33.10%	5840	61.60%	2702	28.50%	R	R2		ff9999	0.618	1	1.6	4375	1398	32.00%	2849	65.10%	1451	33.20%	R	R2		ff9999	0.618	1	1.6	10012	3720	37.20%	5914	59.10%	2194	21.90%	R	R2		ff9999	0.618	1	1.6	6926	3235	46.70%	3611	52.10%	376	5.40%	R	R1		ffcccc	0.618	1	1.6
1488	28155	Webster	MS	1488	1	28155	Webster	MS	3940	724	18.40%	3197	81.10%	2473	62.80%	R	R4		ff0000	0.618	1	1.6	4960	817	16.50%	3995	80.50%	3178	64.10%	R	R4		ff0000	0.618	1	1.6	2766	485	17.50%	2222	80.30%	1737	62.80%	R	R4		ff0000	0.618	1	1.6	5048	1135	22.50%	3788	75.00%	2653	52.60%	R	R3		ff7878	0.618	1	1.6	3570	885	24.80%	2563	71.80%	1678	47.00%	R	R3		ff7878	0.618	1	1.6
1489	28157	Wilkinson	MS	1489	3	28157	Wilkinson	MS	2848	1859	65.30%	962	33.80%	897	-31.50%	D	B2		99ccff	0.618	1	1.6	4045	2334	57.70%	1555	38.40%	779	-19.30%	D	B1		cce5ff	0.618	1	1.6	2108	1240	58.80%	807	38.30%	433	-20.50%	D	B1		cce5ff	0.618	1	1.6	3561	0	0.00%	2094	58.80%	2094	58.80%	R	R3		ff7878	0.618	1	1.6	2114	1285	60.80%	821	38.80%	464	-21.90%	D	B2		99ccff	0.618	1	1.6
1490	28159	Winston	MS	1490	1	28159	Winston	MS	7035	2941	41.80%	4051	57.60%	1110	15.80%	R	R1		ffcccc	0.618	1	1.6	8719	3370	38.70%	5107	58.60%	1737	19.90%	R	R1		ffcccc	0.618	1	1.6	4906	1934	39.40%	2890	58.90%	956	19.50%	R	R1		ffcccc	0.618	1	1.6	9530	4262	44.70%	5065	53.10%	803	8.40%	R	R1		ffcccc	0.618	1	1.6	5532	2206	39.90%	3302	59.70%	1096	19.80%	R	R1		ffcccc	0.618	1	1.6
1491	28161	Yalobusha	MS	1491	2	28161	Yalobusha	MS	4315	2495	57.80%	0	0.00%	975	-57.80%	D	B3		6a5acd	0.618	1	1.6	5950	2925	49.20%	2791	46.90%	134	-2.30%	D	B1		cce5ff	0.618	1	1.6	3151	1659	52.60%	0	0.00%	314	-52.60%	D	B3		6a5acd	0.618	1	1.6	6209	3160	50.90%	2904	46.80%	256	-4.10%	D	B1		cce5ff	0.618	1	1.6	4212	1952	46.30%	2029	48.20%	77	1.80%	R	P		ff00ff	0.618	1	1.6
1492	28163	Yazoo	MS	1492	2	28163	Yazoo	MS	7020	4365	62.20%	0	0.00%	2453	-62.20%	D	B4		0000cd	0.618	1	1.6	9790	5740	58.60%	3633	37.10%	2107	-21.50%	D	B2		99ccff	0.618	1	1.6	4588	2675	58.30%	0	0.00%	1194	-58.30%	D	B3		6a5acd	0.618	1	1.6	11099	6612	59.60%	4290	38.70%	2322	-20.90%	D	B1		cce5ff	0.618	1	1.6	6478	2992	46.20%	3433	53.00%	441	6.80%	R	R1		ffcccc	0.618	1	1.6
1493	29001	Adair	MO	1493	6	29001	Adair	MO	8620	2883	33.40%	5549	64.40%	2666	30.90%	R	R2		ff9999	0.618	1	1.6	9993	3072	30.70%	6558	65.60%	3486	34.90%	R	R2		ff9999	0.618	1	1.6	5821	1711	29.40%	3899	67.00%	2188	37.60%	R	R2		ff9999	0.618	1	1.6	9645	3470	36.00%	5937	61.60%	2467	25.60%	R	R2		ff9999	0.618	1	1.6	6956	0	0.00%	5374	77.30%	5374	77.30%	R	R4		ff0000	0.618	1	1.6
1494	29003	Andrew	MO	1494	6	29003	Andrew	MO	7565	1752	23.20%	5529	73.10%	3777	49.90%	R	R3		ff7878	0.618	1	1.6	9032	2021	22.40%	6748	74.70%	4727	52.30%	R	R3		ff7878	0.618	1	1.6	4916	1421	28.90%	3328	67.70%	1907	38.80%	R	R2		ff9999	0.618	1	1.6	8190	2220	27.10%	5769	70.40%	3549	43.30%	R	R3		ff7878	0.618	1	1.6	5874	1437	24.50%	4437	75.50%	3000	51.10%	R	R3		ff7878	0.618	1	1.6
1495	29005	Atchison	MO	1495	6	29005	Atchison	MO	2217	436	19.70%	1704	76.90%	1268	57.20%	R	R3		ff7878	0.618	1	1.6	2681	522	19.50%	2065	77.00%	1543	57.60%	R	R3		ff7878	0.618	1	1.6	1798	407	22.60%	1313	73.00%	906	50.40%	R	R3		ff7878	0.618	1	1.6	2654	690	26.00%	1885	71.00%	1195	45.00%	R	R3		ff7878	0.618	1	1.6	2108	372	17.60%	1736	82.40%	1364	64.70%	R	R4		ff0000	0.618	1	1.6
1496	29007	Audrain	MO	1496		29007	Audrain	MO	8617	2298	26.70%	6107	70.90%	3809	44.20%	R	R3		ff7878	0.618	1	1.6	9755	2510	25.70%	6823	69.90%	4313	44.20%	R	R3		ff7878	0.618	1	1.6	5320	1227	23.10%	3839	72.20%	2612	49.10%	R	R3		ff7878	0.618	1	1.6	9531	3527	37.00%	5632	59.10%	2105	22.10%	R	R2		ff9999	0.618	1	1.6	6986	0	0.00%	5602	80.20%	5602	80.20%	R	R5		990000	0.618	1	1.6
1497	29009	Barry	MO	1497	7	29009	Barry	MO	12191	2558	21.00%	9261	76.00%	6703	55.00%	R	R3		ff7878	0.618	1	1.6	14458	3037	21.00%	10921	75.50%	7884	54.50%	R	R3		ff7878	0.618	1	1.6	7149	1677	23.50%	4984	69.70%	3307	46.30%	R	R3		ff7878	0.618	1	1.6	13416	3509	26.20%	9164	68.30%	5655	42.20%	R	R3		ff7878	0.618	1	1.6	10510	2929	27.90%	6931	65.90%	4002	38.10%	R	R2		ff9999	0.618	1	1.6
1498	29011	Barton	MO	1498	4	29011	Barton	MO	4979	670	13.50%	4196	84.30%	3526	70.80%	R	R4		ff0000	0.618	1	1.6	5831	752	12.90%	4893	83.90%	4141	71.00%	R	R4		ff0000	0.618	1	1.6	3014	400	13.30%	2472	82.00%	2072	68.70%	R	R4		ff0000	0.618	1	1.6	5630	1116	19.80%	4306	76.50%	3190	56.70%	R	R3		ff7878	0.618	1	1.6	4528	1445	31.90%	2905	64.20%	1460	32.20%	R	R2		ff9999	0.618	1	1.6
1499	29013	Bates	MO	1499	4	29013	Bates	MO	6662	1591	23.90%	4893	73.40%	3302	49.60%	R	R3		ff7878	0.618	1	1.6	7890	1740	22.10%	5814	73.70%	4074	51.60%	R	R3		ff7878	0.618	1	1.6	4302	1088	25.30%	2943	68.40%	1855	43.10%	R	R3		ff7878	0.618	1	1.6	7647	2789	36.50%	4599	60.10%	1810	23.70%	R	R2		ff9999	0.618	1	1.6	5864	2694	45.90%	2901	49.50%	207	3.50%	R	R1		ffcccc	0.618	1	1.6
1500	29015	Benton	MO	1500	4	29015	Benton	MO	8316	2145	25.80%	5966	71.70%	3821	45.90%	R	R3		ff7878	0.618	1	1.6	9397	2056	21.90%	6928	73.70%	4872	51.80%	R	R3		ff7878	0.618	1	1.6	4799	1006	21.00%	3566	74.30%	2560	53.30%	R	R3		ff7878	0.618	1	1.6	9007	2689	29.90%	6044	67.10%	3355	37.20%	R	R2		ff9999	0.618	1	1.6	7456	3418	45.80%	3653	49.00%	235	3.20%	R	R1		ffcccc	0.618	1	1.6
1501	29017	Bollinger	MO	1501	8	29017	Bollinger	MO	4788	764	16.00%	3965	82.80%	3201	66.90%	R	R4		ff0000	0.618	1	1.6	5533	845	15.30%	4532	81.90%	3687	66.60%	R	R4		ff0000	0.618	1	1.6	2991	520	17.40%	2218	74.20%	1698	56.80%	R	R3		ff7878	0.618	1	1.6	5435	886	16.30%	4222	77.70%	3336	61.40%	R	R4		ff0000	0.618	1	1.6	4170	957	22.90%	2869	68.80%	1912	45.90%	R	R3		ff7878	0.618	1	1.6
1502	29019	Boone	MO	1502	4	29019	Boone	MO	74288	39830	53.60%	32797	44.10%	7033	-9.50%	D	B1		cce5ff	0.618	2	2.6	79421	36517	46.00%	39442	49.70%	2925	3.70%	R	R1		ffcccc	0.618	2	2.6	40262	16762	41.60%	21089	52.40%	4327	10.70%	R	R1		ffcccc	0.618	1	1.6	73728	35625	48.30%	34167	46.30%	1458	-2.00%	D	P		ff00ff	0.618	2	2.6	45976	0	0.00%	30616	66.60%	30616	66.60%	R	R4		ff0000	0.618	1	1.6
1503	29021	Buchanan	MO	1503	6	29021	Buchanan	MO	29953	10422	34.80%	18471	61.70%	8049	26.90%	R	R2		ff9999	0.618	1	1.6	35174	11196	31.80%	22604	64.30%	11408	32.40%	R	R2		ff9999	0.618	1	1.6	21125	8996	42.60%	11344	53.70%	2348	11.10%	R	R1		ffcccc	0.618	1	1.6	34557	12472	36.10%	21141	61.20%	8669	25.10%	R	R2		ff9999	0.618	1	1.6	24396	8388	34.40%	16007	65.60%	7619	31.20%	R	R2		ff9999	0.618	1	1.6
1504	29023	Butler	MO	1504	8	29023	Butler	MO	13886	2616	18.80%	11060	79.60%	8444	60.80%	R	R4		ff0000	0.618	1	1.6	16781	3029	18.10%	13325	79.40%	10296	61.40%	R	R4		ff0000	0.618	1	1.6	8315	1624	19.50%	6167	74.20%	4543	54.60%	R	R3		ff7878	0.618	1	1.6	16711	3783	22.60%	12505	74.80%	8722	52.20%	R	R3		ff7878	0.618	1	1.6	11762	2740	23.30%	8556	72.70%	5816	49.40%	R	R3		ff7878	0.618	1	1.6
1505	29025	Caldwell	MO	1505	6	29025	Caldwell	MO	3759	757	20.10%	2893	77.00%	2136	56.80%	R	R3		ff7878	0.618	1	1.6	4267	863	20.20%	3184	74.60%	2321	54.40%	R	R3		ff7878	0.618	1	1.6	2256	468	20.70%	1624	72.00%	1156	51.20%	R	R3		ff7878	0.618	1	1.6	4105	1027	25.00%	2898	70.60%	1871	45.60%	R	R3		ff7878	0.618	1	1.6	3297	809	24.50%	2486	75.40%	1677	50.90%	R	R3		ff7878	0.618	1	1.6
1506	29027	Callaway	MO	1506	3	29027	Callaway	MO	17074	4799	28.10%	11916	69.80%	7117	41.70%	R	R3		ff7878	0.618	1	1.6	18943	4507	23.80%	13591	71.70%	9084	48.00%	R	R3		ff7878	0.618	1	1.6	10801	2750	25.50%	7518	69.60%	4768	44.10%	R	R3		ff7878	0.618	1	1.6	17856	5012	28.10%	12122	67.90%	7110	39.80%	R	R2		ff9999	0.618	1	1.6	12867	0	0.00%	10221	79.40%	10221	79.40%	R	R5		990000	0.618	1	1.6
1507	29029	Camden	MO	1507		29029	Camden	MO	19832	4424	22.30%	15031	75.80%	10607	53.50%	R	R3		ff7878	0.618	1	1.6	21998	4499	20.50%	16740	76.10%	12241	55.60%	R	R3		ff7878	0.618	1	1.6	10713	2071	19.30%	8235	76.90%	6164	57.50%	R	R3		ff7878	0.618	1	1.6	21348	5556	26.00%	15068	70.60%	9512	44.60%	R	R3		ff7878	0.618	1	1.6	16693	5732	34.30%	10016	60.00%	4284	25.70%	R	R2		ff9999	0.618	1	1.6
1508	29031	Cape Girardeau	MO	1508	8	29031	Cape Girardeau	MO	32240	8048	25.00%	23687	73.50%	15639	48.50%	R	R3		ff7878	0.618	1	1.6	36260	8084	22.30%	26982	74.40%	18898	52.10%	R	R3		ff7878	0.618	1	1.6	17014	3430	20.20%	12276	72.20%	8846	52.00%	R	R3		ff7878	0.618	1	1.6	35187	7445	21.20%	26038	74.00%	18593	52.80%	R	R3		ff7878	0.618	1	1.6	27271	6225	22.80%	17984	65.90%	11759	43.10%	R	R3		ff7878	0.618	1	1.6
1509	29033	Carroll	MO	1509	6	29033	Carroll	MO	3720	569	15.30%	3064	82.40%	2495	67.10%	R	R4		ff0000	0.618	1	1.6	4301	681	15.80%	3496	81.30%	2815	65.40%	R	R4		ff0000	0.618	1	1.6	2088	320	15.30%	1708	81.80%	1388	66.50%	R	R4		ff0000	0.618	1	1.6	4199	859	20.50%	3277	78.00%	2418	57.60%	R	R3		ff7878	0.618	1	1.6	3172	646	20.40%	2526	79.60%	1880	59.30%	R	R3		ff7878	0.618	1	1.6
1510	29035	Carter	MO	1510	8	29035	Carter	MO	2300	401	17.40%	1870	81.30%	1469	63.90%	R	R4		ff0000	0.618	1	1.6	2742	477	17.40%	2187	79.80%	1710	62.40%	R	R4		ff0000	0.618	1	1.6	1759	358	20.40%	1176	66.90%	818	46.50%	R	R3		ff7878	0.618	1	1.6	2750	547	19.90%	2118	77.00%	1571	57.10%	R	R3		ff7878	0.618	1	1.6	2121	624	29.40%	1424	67.10%	800	37.70%	R	R2		ff9999	0.618	1	1.6
1511	29037	Cass	MO	1511	4	29037	Cass	MO	43514	14677	33.70%	27737	63.70%	13060	30.00%	R	R2		ff9999	0.618	1	1.6	50278	13198	26.30%	34998	69.60%	21800	43.40%	R	R3		ff7878	0.618	1	1.6	25665	6396	24.90%	17869	69.60%	11473	44.70%	R	R3		ff7878	0.618	1	1.6	48214	19505	40.50%	27169	56.40%	7664	15.90%	R	R1		ffcccc	0.618	1	1.6	35647	11872	33.30%	22610	63.40%	10738	30.10%	R	R2		ff9999	0.618	1	1.6
1512	29039	Cedar	MO	1512	4	29039	Cedar	MO	5417	860	15.90%	4406	81.30%	3546	65.50%	R	R4		ff0000	0.618	1	1.6	6182	953	15.40%	4970	80.40%	4017	65.00%	R	R4		ff0000	0.618	1	1.6	3391	573	16.90%	2670	78.70%	2097	61.80%	R	R4		ff0000	0.618	1	1.6	5922	1283	21.70%	4417	74.60%	3134	52.90%	R	R3		ff7878	0.618	1	1.6	4861	1636	33.70%	2944	60.60%	1308	26.90%	R	R2		ff9999	0.618	1	1.6
1513	29041	Chariton	MO	1513	6	29041	Chariton	MO	3328	783	23.50%	2489	74.80%	1706	51.30%	R	R3		ff7878	0.618	1	1.6	3895	894	23.00%	2889	74.20%	1995	51.20%	R	R3		ff7878	0.618	1	1.6	2327	588	25.30%	1643	70.60%	1055	45.30%	R	R3		ff7878	0.618	1	1.6	3740	1124	30.10%	2546	68.10%	1422	38.00%	R	R2		ff9999	0.618	1	1.6	3016	936	31.00%	2080	69.00%	1144	37.90%	R	R2		ff9999	0.618	1	1.6
1514	29043	Christian	MO	1514	7	29043	Christian	MO	36047	9509	26.40%	25190	69.90%	15681	43.50%	R	R3		ff7878	0.618	1	1.6	40918	9890	24.20%	28849	70.50%	18959	46.30%	R	R3		ff7878	0.618	1	1.6	19131	4959	25.90%	12261	64.10%	7302	38.20%	R	R2		ff9999	0.618	1	1.6	37033	10353	28.00%	24505	66.20%	14152	38.20%	R	R2		ff9999	0.618	1	1.6	26587	7587	28.50%	16985	63.90%	9398	35.30%	R	R2		ff9999	0.618	1	1.6
1515	29045	Clark	MO	1515	6	29045	Clark	MO	2673	567	21.20%	2045	76.50%	1478	55.30%	R	R3		ff7878	0.618	1	1.6	3207	673	21.00%	2413	75.20%	1740	54.30%	R	R3		ff7878	0.618	1	1.6	2049	522	25.50%	1464	71.40%	942	46.00%	R	R3		ff7878	0.618	1	1.6	3026	1192	39.40%	1746	57.70%	554	18.30%	R	R1		ffcccc	0.618	1	1.6	2573	0	0.00%	2033	79.00%	2033	79.00%	R	R5		990000	0.618	1	1.6
1516	29047	Clay	MO	1516		29047	Clay	MO	96329	42541	44.20%	50979	52.90%	8438	8.80%	R	R1		ffcccc	0.618	2	2.6	108045	42207	39.10%	61564	57.00%	19357	17.90%	R	R1		ffcccc	0.618	2	2.6	51182	18022	35.20%	30723	60.00%	12701	24.80%	R	R2		ff9999	0.618	1	1.6	102625	41834	40.80%	57736	56.30%	15902	15.50%	R	R1		ffcccc	0.618	2	2.6	69370	24142	34.80%	45210	65.20%	21068	30.40%	R	R2		ff9999	0.618	2	2.6
1517	29049	Clinton	MO	1517	6	29049	Clinton	MO	8605	2376	27.60%	5954	69.20%	3578	41.60%	R	R3		ff7878	0.618	1	1.6	10081	2620	26.00%	6997	69.40%	4377	43.40%	R	R3		ff7878	0.618	1	1.6	5594	1794	32.10%	3529	63.10%	1735	31.00%	R	R2		ff9999	0.618	1	1.6	9696	3219	33.20%	6198	63.90%	2979	30.70%	R	R2		ff9999	0.618	1	1.6	7217	2362	32.70%	4852	67.20%	2490	34.50%	R	R2		ff9999	0.618	1	1.6
1518	29051	Cole	MO	1518	3	29051	Cole	MO	33244	9646	29.00%	23049	69.30%	13403	40.30%	R	R2		ff9999	0.618	1	1.6	36978	9368	25.30%	26481	71.60%	17113	46.30%	R	R3		ff7878	0.618	1	1.6	22744	5491	24.10%	16401	72.10%	10910	48.00%	R	R3		ff7878	0.618	1	1.6	36354	9901	27.20%	25576	70.40%	15675	43.10%	R	R3		ff7878	0.618	1	1.6	28581	12930	45.20%	14683	51.40%	1753	6.10%	R	R1		ffcccc	0.618	1	1.6
1519	29053	Cooper	MO	1519	4	29053	Cooper	MO	7005	1833	26.20%	5000	71.40%	3167	45.20%	R	R3		ff7878	0.618	1	1.6	7844	1778	22.70%	5721	72.90%	3943	50.30%	R	R3		ff7878	0.618	1	1.6	3925	835	21.30%	2813	71.70%	1978	50.40%	R	R3		ff7878	0.618	1	1.6	7328	2311	31.50%	4689	64.00%	2378	32.50%	R	R2		ff9999	0.618	1	1.6	5398	1250	23.20%	4148	76.80%	2898	53.70%	R	R3		ff7878	0.618	1	1.6
1520	29055	Crawford	MO	1520	8	29055	Crawford	MO	8480	1967	23.20%	6388	75.30%	4421	52.10%	R	R3		ff7878	0.618	1	1.6	9709	1849	19.00%	7589	78.20%	5740	59.10%	R	R3		ff7878	0.618	1	1.6	5681	1121	19.70%	4294	75.60%	3173	55.90%	R	R3		ff7878	0.618	1	1.6	9362	2339	25.00%	6757	72.20%	4418	47.20%	R	R3		ff7878	0.618	1	1.6	6775	0	0.00%	5457	80.50%	5457	80.50%	R	R5		990000	0.618	1	1.6
1521	29057	Dade	MO	1521	4	29057	Dade	MO	3351	526	15.70%	2746	81.90%	2220	66.20%	R	R4		ff0000	0.618	1	1.6	3889	612	15.70%	3121	80.30%	2509	64.50%	R	R4		ff0000	0.618	1	1.6	2208	337	15.30%	1773	80.30%	1436	65.00%	R	R4		ff0000	0.618	1	1.6	3843	794	20.70%	2956	76.90%	2162	56.30%	R	R3		ff7878	0.618	1	1.6	3213	973	30.30%	2059	64.10%	1086	33.80%	R	R2		ff9999	0.618	1	1.6
1522	29059	Dallas	MO	1522	4	29059	Dallas	MO	6448	1163	18.00%	5129	79.50%	3966	61.50%	R	R4		ff0000	0.618	1	1.6	7298	1192	16.30%	5804	79.50%	4612	63.20%	R	R4		ff0000	0.618	1	1.6	3655	589	16.10%	2875	78.70%	2286	62.50%	R	R4		ff0000	0.618	1	1.6	7166	1706	23.80%	5133	71.60%	3427	47.80%	R	R3		ff7878	0.618	1	1.6	5960	2200	36.90%	3285	55.10%	1085	18.20%	R	R1		ffcccc	0.618	1	1.6
1523	29061	Daviess	MO	1523	6	29061	Daviess	MO	3016	592	19.60%	2332	77.30%	1740	57.70%	R	R3		ff7878	0.618	1	1.6	3696	740	20.00%	2827	76.50%	2087	56.50%	R	R3		ff7878	0.618	1	1.6	1818	408	22.40%	1319	72.60%	911	50.10%	R	R3		ff7878	0.618	1	1.6	3485	911	26.10%	2486	71.30%	1575	45.20%	R	R3		ff7878	0.618	1	1.6	2834	736	26.00%	2098	74.00%	1362	48.10%	R	R3		ff7878	0.618	1	1.6
1524	29063	DeKalb	MO	1524	6	29063	DeKalb	MO	3760	688	18.30%	2923	77.70%	2235	59.40%	R	R3		ff7878	0.618	1	1.6	4525	906	20.00%	3458	76.40%	2552	56.40%	R	R3		ff7878	0.618	1	1.6	2703	615	22.80%	1957	72.40%	1342	49.60%	R	R3		ff7878	0.618	1	1.6	4320	1041	24.10%	3167	73.30%	2126	49.20%	R	R3		ff7878	0.618	1	1.6	3503	897	25.60%	2606	74.40%	1709	48.80%	R	R3		ff7878	0.618	1	1.6
1525	29065	Dent	MO	1525	8	29065	Dent	MO	6017	948	15.80%	4988	82.90%	4040	67.10%	R	R4		ff0000	0.618	1	1.6	6752	923	13.70%	5687	84.20%	4764	70.60%	R	R4		ff0000	0.618	1	1.6	4115	532	12.90%	3445	83.70%	2913	70.80%	R	R4		ff0000	0.618	1	1.6	6561	1213	18.50%	5151	78.50%	3938	60.00%	R	R4		ff0000	0.618	1	1.6	5159	1321	25.60%	3647	70.70%	2326	45.10%	R	R3		ff7878	0.618	1	1.6
1526	29067	Douglas	MO	1526	8	29067	Douglas	MO	5491	907	16.50%	4489	81.80%	3582	65.20%	R	R4		ff0000	0.618	1	1.6	6455	944	14.60%	5313	82.30%	4369	67.70%	R	R4		ff0000	0.618	1	1.6	2861	449	15.70%	2133	74.60%	1684	58.90%	R	R3		ff7878	0.618	1	1.6	6383	1116	17.50%	4942	77.40%	3826	59.90%	R	R4		ff0000	0.618	1	1.6	5190	1360	26.20%	3441	66.30%	2081	40.10%	R	R2		ff9999	0.618	1	1.6
1527	29069	Dunklin	MO	1527	8	29069	Dunklin	MO	7916	1857	23.50%	5978	75.50%	4121	52.10%	R	R3		ff7878	0.618	1	1.6	10097	2434	24.10%	7406	73.30%	4972	49.20%	R	R3		ff7878	0.618	1	1.6	5220	1414	27.10%	3222	61.70%	1808	34.60%	R	R2		ff9999	0.618	1	1.6	10496	2884	27.50%	7416	70.70%	4532	43.20%	R	R3		ff7878	0.618	1	1.6	6999	2157	30.80%	4661	66.60%	2504	35.80%	R	R2		ff9999	0.618	1	1.6
1528	29071	Franklin	MO	1528	3	29071	Franklin	MO	42412	12847	30.30%	28707	67.70%	15860	37.40%	R	R2		ff9999	0.618	1	1.6	48853	12279	25.10%	34308	70.20%	22029	45.10%	R	R3		ff7878	0.618	1	1.6	25600	6487	25.30%	17797	69.50%	11310	44.20%	R	R3		ff7878	0.618	1	1.6	45280	13818	30.50%	29777	65.80%	15959	35.20%	R	R2		ff9999	0.618	1	1.6	31670	0	0.00%	24682	77.90%	24682	77.90%	R	R4		ff0000	0.618	1	1.6
1529	29073	Gasconade	MO	1529	3	29073	Gasconade	MO	6357	1365	21.50%	4883	76.80%	3518	55.30%	R	R3		ff7878	0.618	1	1.6	7340	1344	18.30%	5770	78.60%	4426	60.30%	R	R4		ff0000	0.618	1	1.6	3991	783	19.60%	3083	77.20%	2300	57.60%	R	R3		ff7878	0.618	1	1.6	6990	1568	22.40%	5272	75.40%	3704	53.00%	R	R3		ff7878	0.618	1	1.6	5321	0	0.00%	4438	83.40%	4438	83.40%	R	R5		990000	0.618	1	1.6
1530	29075	Gentry	MO	1530	6	29075	Gentry	MO	2539	516	20.30%	1927	75.90%	1411	55.60%	R	R3		ff7878	0.618	1	1.6	2997	623	20.80%	2297	76.60%	1674	55.90%	R	R3		ff7878	0.618	1	1.6	1582	397	25.10%	1098	69.40%	701	44.30%	R	R3		ff7878	0.618	1	1.6	2946	734	24.90%	2151	73.00%	1417	48.10%	R	R3		ff7878	0.618	1	1.6	2317	627	27.10%	1690	72.90%	1063	45.90%	R	R3		ff7878	0.618	1	1.6
1531	29077	Greene	MO	1531	7	29077	Greene	MO	115193	46680	40.50%	63816	55.40%	17136	14.90%	R	R1		ffcccc	0.618	2	2.6	127840	45382	35.50%	74876	58.60%	29494	23.10%	R	R2		ff9999	0.618	3	3.6	62707	23624	37.70%	33738	53.80%	10114	16.10%	R	R1		ffcccc	0.618	2	2.6	123400	46331	37.50%	70212	56.90%	23881	19.40%	R	R1		ffcccc	0.618	3	3.6	87599	32336	36.90%	49157	56.10%	16821	19.20%	R	R1		ffcccc	0.618	2	2.6
