CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	12420	Austin-Round Rock-Georgetown, TX Metro Area	1	10935038512	150326847	4222.042	58.042	30.239513	-97.69127                                                                                          
	13420	Bemidji, MN Micro Area	2	6487154450	1426287781	2504.704	550.693	47.879508	-95.00505                                                                                                              
	15420	Burley, ID Micro Area	2	8605508247	53087125	3322.605	20.497	42.369199	-113.642424                                                                                                                
	16420	Central City, KY Micro Area	2	1210451475	31188648	467.358	12.042	37.213816	-87.134092                                                                                                            
	20420	Durango, CO Micro Area	2	4376255148	25642578	1689.682	9.901	37.287367	-107.839718                                                                                                                
	21420	Enid, OK Metro Area	1	2741521308	4075930	1058.507	1.574	36.378054	-97.78845                                                                                                                      
	27420	Jamestown, ND Micro Area	2	5754703479	197271625	2221.904	76.167	46.972223	-98.956123                                                                                                             
	29420	Lake Havasu City-Kingman, AZ Metro Area	1	34529358909	333447540	13331.861	128.745	35.717705	-113.749689                                                                                          
	30420	Lexington, NE Micro Area	2	3810503472	28263669	1471.244	10.913	40.756816	-99.821978                                                                                                              
	34420	Mount Pleasant, TX Micro Area	2	1558940788	69842396	601.91	26.966	33.137799	-94.971002                                                                                                           
	38420	Platteville, WI Micro Area	2	2970402180	94521617	1146.879	36.495	42.870028	-90.694229                                                                                                            
	42420	Scottsbluff, NE Micro Area	2	9200480889	17475776	3552.326	6.747	42.163326	-103.734473                                                                                                            
	43420	Sierra Vista-Douglas, AZ Metro Area	1	16083174724	17667961	6209.749	6.822	31.840129	-109.775163                                                                                                  
	49420	Yakima, WA Metro Area	1	11122733955	41189156	4294.512	15.903	46.456558	-120.740145                                                                                                               
	35440	Newport, OR Micro Area	2	2540784310	553094279	981.002	213.551	44.641061	-123.911212                                                                                                              
	10460	Alamogordo, NM Micro Area	2	17126456785	36943378	6612.562	14.264	32.615599	-105.751308                                                                                                           
	12460	Bainbridge, GA Micro Area	2	1546667779	67329698	597.172	25.996	30.880643	-84.58389                                                                                                               
	21460	Enterprise, AL Micro Area	2	1758565919	3907189	678.986	1.509	31.402258	-85.989602                                                                                                                
	24460	Great Bend, KS Micro Area	2	2318705423	13926862	895.257	5.377	38.481239	-98.767837                                                                                                               
	23460	Gadsden, AL Metro Area	1	1385871922	35067763	535.088	13.54	34.047641	-86.034263                                                                                                                  
	25460	Harrison, AR Micro Area	2	3654213078	37022376	1410.9	14.294	36.087809	-93.162053                                                                                                                 
	27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	2	2746047476	1139407865	1060.255	439.928	42.304216	-79.407595                                                                                          
	38460	Plattsburgh, NY Micro Area	2	2687779168	206603306	1037.757	79.77	44.752712	-73.705643                                                                                                            
	37460	Panama City, FL Metro Area	1	1964743641	711110042	758.592	274.561	30.238218	-85.63168                                                                                                            
	40460	Rockingham, NC Micro Area	2	1226849546	15575097	473.689	6.014	35.004636	-79.755695                                                                                                               
	41460	Salina, KS Micro Area	2	3732101292	4340890	1440.972	1.676	38.96457	-97.663387                                                                                                                    
	45460	Terre Haute, IN Metro Area	1	4946645357	64446662	1909.911	24.883	39.478401	-87.311132                                                                                                            
	48460	West Plains, MO Micro Area	2	2401562319	2913503	927.248	1.125	36.774369	-91.887368                                                                                                               
	49460	Yankton, SD Micro Area	2	1349873585	28676615	521.189	11.072	43.006603	-97.388361                                                                                                                 
	10500	Albany, GA Metro Area	1	4120611855	46222654	1590.977	17.847	31.644453	-84.111908                                                                                                                 
	11500	Anniston-Oxford, AL Metro Area	1	1569195268	16587192	605.87	6.404	33.770516	-85.827909                                                                                                           
	13500	Bennettsville, SC Micro Area	2	1242867241	14489019	479.874	5.594	34.60167	-79.679435                                                                                                             
	19500	Decatur, IL Metro Area	1	1503684109	13406663	580.576	5.176	39.860237	-88.961529                                                                                                                  
	22500	Florence, SC Metro Area	1	3525261684	24390186	1361.111	9.417	34.153574	-79.806164                                                                                                                
	24500	Great Falls, MT Metro Area	1	6988237754	34396942	2698.174	13.281	47.316575	-111.350262                                                                                                           
	29500	Lamesa, TX Micro Area	2	2331781561	4720730	900.306	1.823	32.742528	-101.948771                                                                                                                   
	34500	Mount Vernon, IL Micro Area	2	1479412106	32628685	571.204	12.598	38.30078	-88.92421                                                                                                              
	33500	Minot, ND Micro Area	2	12339055865	249233903	4764.136	96.23	48.320242	-101.19801                                                                                                                 
	31500	Madison, IN Micro Area	2	934051509	5826447	360.639	2.25	38.783604	-85.44009                                                                                                                      
	43500	Silver City, NM Micro Area	2	10259475126	15298388	3961.206	5.907	32.732087	-108.381504                                                                                                           
	41500	Salinas, CA Metro Area	1	8499616876	1267800137	3281.721	489.5	36.240107	-121.315572                                                                                                              
	44500	Stephenville, TX Micro Area	2	2805417368	17169065	1083.178	6.629	32.236661	-98.220507                                                                                                            
	45500	Texarkana, TX-AR Metro Area	1	5291293469	213420507	2042.98	82.402	33.47837	-94.207169                                                                                                            
	22520	Florence-Muscle Shoals, AL Metro Area	1	3265348399	213309229	1260.758	82.359	34.799254	-87.719388                                                                                                
	45520	The Dalles, OR Micro Area	2	6167112266	35724414	2381.135	13.793	45.164536	-121.165069                                                                                                            
	46520	Urban Honolulu, HI Metro Area	1	1555472299	4055017343	600.571	1565.651	21.580023	-158.123406                                                                                                     
	13540	Bennington, VT Micro Area	2	1748232505	6928230	674.996	2.675	43.035325	-73.11146                                                                                                                 
	12540	Bakersfield, CA Metro Area	1	21062540828	78680980	8132.293	30.379	35.346629	-118.729506                                                                                                          
	20540	Dyersburg, TN Micro Area	2	1326983955	36731277	512.351	14.182	36.054196	-89.398306                                                                                                               
	21540	Escanaba, MI Micro Area	2	3033137838	2124389421	1171.101	820.231	45.805229	-86.901938                                                                                                            
	22540	Fond du Lac, WI Metro Area	1	1863667187	119853825	719.566	46.276	43.754722	-88.493284                                                                                                            
	27540	Jasper, IN Micro Area	2	1972450977	38488538	761.568	14.861	38.384156	-87.035953                                                                                                                  
	28540	Ketchikan, AK Micro Area	2	12579378509	4651615675	4856.925	1795.999	55.449938	-131.106685                                                                                                        
	29540	Lancaster, PA Metro Area	1	2444751463	103278571	943.924	39.876	40.041992	-76.250198                                                                                                              
	32540	McAlester, OK Micro Area	2	3381281071	187427366	1305.52	72.366	34.92554	-95.74813                                                                                                                
	33540	Missoula, MT Metro Area	1	6715862371	64586516	2593.009	24.937	47.027263	-113.892691                                                                                                              
	37540	Paris, TN Micro Area	2	1455320363	81582234	561.902	31.499	36.325295	-88.300288                                                                                                                   
	38540	Pocatello, ID Metro Area	1	6517231695	191278677	2516.317	73.853	42.689761	-112.57753                                                                                                             
	40540	Rock Springs, WY Micro Area	2	27005754251	166230252	10426.98	64.182	41.660328	-108.875677                                                                                                        
	44540	Sterling, CO Micro Area	2	4761947979	16363553	1838.598	6.318	40.728091	-103.090464                                                                                                               
	42540	Scranton--Wilkes-Barre, PA Metro Area	1	4522236223	78142193	1746.045	30.171	41.322881	-75.898188                                                                                                 
	46540	Utica-Rome, NY Metro Area	1	6795795380	237711742	2623.871	91.781	43.33228	-75.173189                                                                                                             
	48540	Wheeling, WV-OH Metro Area	1	2443361485	49381782	943.387	19.066	39.975509	-80.847011                                                                                                             
	15580	Butte-Silver Bow, MT Micro Area	2	1859568275	1518176	717.983	0.586	45.896232	-112.660071                                                                                                         
	14580	Bozeman, MT Micro Area	2	6746958038	74488978	2605.015	28.76	45.518054	-111.163921                                                                                                                
	16580	Champaign-Urbana, IL Metro Area	1	3717412130	6842632	1435.301	2.642	40.102988	-88.318504                                                                                                         
	19580	Defiance, OH Micro Area	2	1065649892	7073996	411.45	2.731	41.321679	-84.486433                                                                                                                   
	20580	Eagle Pass, TX Micro Area	2	3313817729	31873432	1279.472	12.306	28.729787	-100.316678                                                                                                            
	22580	Forest City, NC Micro Area	2	1464476077	4692959	565.437	1.812	35.402747	-81.919582                                                                                                               
	25580	Hastings, NE Micro Area	2	1458872841	2477677	563.274	0.957	40.520632	-98.500044                                                                                                                  
	27580	Jayuya, PR Micro Area	2	115340543	3091	44.533	0.001	18.211152	-66.58687                                                                                                                          
	30580	Liberal, KS Micro Area	2	1656693307	1961444	639.653	0.757	37.18096	-100.855257                                                                                                                   
	33580	Mitchell, SD Micro Area	2	2253859316	5396232	870.22	2.083	43.675038	-97.966937                                                                                                                   
	31580	Madisonville, KY Micro Area	2	1403944044	31984786	542.066	12.349	37.31107	-87.542196                                                                                                             
	36580	Oneonta, NY Micro Area	2	2594487145	36314099	1001.737	14.021	42.629776	-75.028841                                                                                                                
	37580	Paris, TX Micro Area	2	2349626845	67098434	907.196	25.907	33.667263	-95.570348                                                                                                                   
	43580	Sioux City, IA-NE-SD Metro Area	1	5371728522	54561384	2074.036	21.066	42.512942	-96.438949                                                                                                       
	11620	Ardmore, OK Micro Area	2	3460517249	77497872	1336.113	29.922	34.125823	-97.263918                                                                                                                
	14620	Bradford, PA Micro Area	2	2536067959	13048802	979.181	5.038	41.81459	-78.572463                                                                                                                  
	13620	Berlin, NH Micro Area	2	4647923684	92553609	1794.573	35.735	44.652548	-71.289431                                                                                                                 
	12620	Bangor, ME Metro Area	1	8798699751	413983068	3397.197	159.84	45.409284	-68.666616                                                                                                                
	15620	Cadillac, MI Micro Area	2	2925942372	50770824	1129.713	19.603	44.328738	-85.326429                                                                                                               
	19620	Del Rio, TX Micro Area	2	8144863666	227711335	3144.75	87.92	29.875285	-101.143324                                                                                                                
	24620	Greeneville, TN Micro Area	2	1611409740	5099752	622.169	1.969	36.179487	-82.847523                                                                                                               
	27620	Jefferson City, MO Metro Area	1	5821574206	79984964	2247.722	30.882	38.636885	-92.088876                                                                                                         
	29620	Lansing-East Lansing, MI Metro Area	1	5772159821	69955040	2228.643	27.01	42.771233	-84.496029                                                                                                    
	31620	Magnolia, AR Micro Area	2	1983887989	1990757	765.983	0.769	33.223038	-93.232843                                                                                                                  
	32620	McComb, MS Micro Area	2	1059350505	4341105	409.018	1.676	31.177516	-90.397725                                                                                                                    
	38620	Ponca City, OK Micro Area	2	2381740395	65583671	919.595	25.322	36.814885	-97.143862                                                                                                              
	40620	Rolla, MO Micro Area	2	1739918996	6567069	671.787	2.536	37.866326	-91.790349                                                                                                                     
	43620	Sioux Falls, SD Metro Area	1	6670247197	27910144	2575.397	10.776	43.49542	-96.995339                                                                                                             
	45620	Thomasville, GA Micro Area	2	1410566922	19671369	544.623	7.595	30.864619	-83.919815                                                                                                              
	46620	Uvalde, TX Micro Area	2	4019455750	17385901	1551.921	6.713	29.350308	-99.768427                                                                                                                  
	47620	Warren, PA Micro Area	2	2289908286	37358227	884.139	14.424	41.834298	-79.298182                                                                                                                  
	21640	Eufaula, AL-GA Micro Area	2	2683863215	74681508	1036.245	28.835	31.867281	-85.335032                                                                                                             
	10660	Albert Lea, MN Micro Area	2	1831756453	39305226	707.245	15.176	43.674202	-93.350289                                                                                                              
	11660	Arkadelphia, AR Micro Area	2	2243130283	43387661	866.077	16.752	34.053316	-93.176208                                                                                                             
	14660	Brainerd, MN Micro Area	2	7821343702	1426297731	3019.838	550.697	46.767291	-94.223862                                                                                                            
	16660	Charleston-Mattoon, IL Micro Area	2	2212437114	7159021	854.227	2.764	39.423163	-88.242212                                                                                                        
	21660	Eugene-Springfield, OR Metro Area	1	11800116009	436246925	4556.05	168.436	43.928329	-122.89769                                                                                                   
	22660	Fort Collins, CO Metro Area	1	6723025059	99007869	2595.775	38.227	40.658093	-105.486764                                                                                                          
	23660	Galesburg, IL Micro Area	2	1855427715	8837382	716.385	3.412	40.930945	-90.213792                                                                                                                 
	28660	Killeen-Temple, TX Metro Area	1	7294517178	109031084	2816.429	42.097	31.20273	-97.789638                                                                                                         
	29660	Laramie, WY Micro Area	2	11070455501	89161376	4274.327	34.425	41.665514	-105.721883                                                                                                              
	34660	Murray, KY Micro Area	2	997224264	66474672	385.03	25.666	36.620978	-88.274086                                                                                                                    
	32660	McMinnville, TN Micro Area	2	1120619143	3524884	432.673	1.361	35.67825	-85.777343                                                                                                                
	31660	Malone, NY Micro Area	2	4219644200	176695862	1629.214	68.223	44.594376	-74.31067                                                                                                                 
	37660	Parsons, KS Micro Area	2	1671560716	20006201	645.393	7.724	37.191468	-95.297473                                                                                                                  
	44660	Stillwater, OK Micro Area	2	1773885714	31992048	684.901	12.352	36.079225	-96.975255                                                                                                              
	43660	Snyder, TX Micro Area	2	2345090477	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                   
	41660	San Angelo, TX Metro Area	1	9057174172	48421083	3496.995	18.695	31.479839	-100.77459                                                                                                             
	46660	Valdosta, GA Metro Area	1	4162853252	55936619	1607.287	21.597	30.827158	-83.243555                                                                                                               
	48660	Wichita Falls, TX Metro Area	1	6784838328	143920414	2619.641	55.568	33.776144	-98.501907                                                                                                         
	10700	Albertville, AL Micro Area	2	1465531863	148495459	565.845	57.334	34.309564	-86.321668                                                                                                            
	13700	Big Spring, TX Micro Area	2	2333039143	8841783	900.791	3.414	32.30343	-101.438721                                                                                                                
	14700	Branson, MO Micro Area	2	1637832031	49907618	632.371	19.269	36.649827	-93.042819                                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6708606016	1483664805	2590.207	572.846	33.01807	-80.007501                                                                                          
	17700	Coffeyville, KS Micro Area	2	1666900087	20430012	643.594	7.888	37.189537	-95.742403                                                                                                              
	19700	Deming, NM Micro Area	2	7679776973	433660	2965.179	0.167	32.184523	-107.747191                                                                                                                   
	21700	Eureka-Arcata, CA Micro Area	2	9241426488	1253864712	3568.135	484.12	40.706655	-123.926176                                                                                                       
	22700	Fort Dodge, IA Micro Area	2	1853677022	7190525	715.709	2.776	42.433579	-94.175831                                                                                                                
	23700	Gallup, NM Micro Area	2	14117193195	13684636	5450.679	5.284	35.583878	-108.253266                                                                                                                
	25700	Hays, KS Micro Area	2	2330762299	1197085	899.912	0.462	38.914597	-99.317313                                                                                                                      
	26700	Huron, SD Micro Area	2	4622718097	32533361	1784.842	12.561	44.311391	-98.382386                                                                                                                  
	29700	Laredo, TX Metro Area	1	8706186717	36555095	3361.478	14.114	27.760799	-99.340752                                                                                                                 
	32700	McPherson, KS Micro Area	2	2326547432	6003328	898.285	2.318	38.395812	-97.647489                                                                                                                 
	40700	Roseburg, OR Micro Area	2	13042325534	251974549	5035.67	97.288	43.286328	-123.154476                                                                                                             
	42700	Sebring-Avon Park, FL Metro Area	1	2635685460	230708988	1017.644	89.077	27.34108	-81.342353                                                                                                      
	43700	Somerset, KY Micro Area	2	1705275134	48546023	658.41	18.744	37.107374	-84.576953                                                                                                                 
	45700	Tifton, GA Micro Area	2	675699704	20460911	260.889	7.9	31.457003	-83.525931                                                                                                                      
	14720	Breckenridge, CO Micro Area	2	1575590637	28283537	608.339	10.92	39.621023	-106.137555                                                                                                            
	13720	Big Stone Gap, VA Micro Area	2	1064269237	5347063	410.917	2.065	36.974561	-82.62156                                                                                                              
	13740	Billings, MT Metro Area	1	16777746129	99074398	6477.924	38.253	45.63714	-108.832361                                                                                                              
	18740	Coshocton, OH Micro Area	2	1460647672	9126264	563.959	3.524	40.29671	-81.930109                                                                                                                  
	21740	Evanston, WY Micro Area	2	5391631765	16625817	2081.721	6.419	41.284726	-110.558947                                                                                                               
	24740	Greenville, MS Micro Area	2	1879404534	92160904	725.642	35.584	33.273174	-90.944446                                                                                                              
	25740	Helena, MT Micro Area	2	13248419700	108100449	5115.244	41.738	46.811354	-112.284031                                                                                                              
	26740	Hutchinson, KS Micro Area	2	3251231982	43517492	1255.308	16.802	37.948185	-98.078346                                                                                                             
	31740	Manhattan, KS Metro Area	1	4752896549	137754617	1835.104	53.187	39.268424	-96.562242                                                                                                             
	35740	Norfolk, NE Micro Area	2	4075292588	19597305	1573.479	7.567	42.04313	-97.487952                                                                                                                  
	38740	Poplar Bluff, MO Micro Area	2	3429666215	16655720	1324.202	6.431	36.68765	-90.62285                                                                                                              
	40740	Roswell, NM Micro Area	2	15713907540	20479488	6067.174	7.907	33.361604	-104.469837                                                                                                               
	42740	Sedalia, MO Micro Area	2	1766953612	10501027	682.225	4.054	38.727367	-93.285207                                                                                                                  
	44740	Storm Lake, IA Micro Area	2	1488981859	13798139	574.899	5.327	42.741522	-95.141432                                                                                                               
	41740	San Diego-Chula Vista-Carlsbad, CA Metro Area	1	10904373558	817404622	4210.202	315.602	33.023604	-116.776117                                                                                     
	49740	Yuma, AZ Metro Area	1	14280777606	13248642	5513.839	5.115	32.773942	-113.910905                                                                                                                  
	25760	Helena-West Helena, AR Micro Area	2	1801669169	82139041	695.628	31.714	34.423687	-90.855593                                                                                                      
	40760	Ruidoso, NM Micro Area	2	12512530057	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                 
	43760	Sonora, CA Micro Area	2	5752029633	138772442	2220.871	53.58	38.021434	-119.964733                                                                                                                
	41760	Sandpoint, ID Micro Area	2	4489055950	478884838	1733.234	184.898	48.316796	-116.612364                                                                                                           
	10780	Alexandria, LA Metro Area	1	5085105762	163013711	1963.37	62.94	31.325348	-92.546803                                                                                                              
	13780	Binghamton, NY Metro Area	1	3171256082	36169003	1224.429	13.965	42.163928	-76.022943                                                                                                             
	15780	Camden, AR Micro Area	2	3525874156	27976582	1361.348	10.802	33.56752	-92.708221                                                                                                                  
	17780	College Station-Bryan, TX Metro Area	1	5439699131	85614753	2100.28	33.056	30.754392	-96.488537                                                                                                   
	21780	Evansville, IN-KY Metro Area	1	3792650706	125969933	1464.351	48.637	38.02007	-87.586166                                                                                                          
	22780	Fort Leonard Wood, MO Micro Area	2	1417013177	11314125	547.112	4.368	37.824835	-92.207022                                                                                                        
	23780	Garden City, KS Micro Area	2	5626854510	2849972	2172.541	1.1	38.025453	-100.970695                                                                                                               
	37780	Pecos, TX Micro Area	2	8557764374	37377839	3304.171	14.432	31.42675	-103.666001                                                                                                                  
	40780	Russellville, AR Micro Area	2	4513366140	95634885	1742.62	36.925	35.199586	-93.252763                                                                                                            
	48780	Williston, ND Micro Area	2	5380949615	181846407	2077.596	70.211	48.355765	-103.501333                                                                                                            
	47780	Washington, IN Micro Area	2	1112396613	19102189	429.499	7.375	38.69609	-87.076943                                                                                                                
	10820	Alexandria, MN Micro Area	2	1649184455	215620028	636.754	83.251	45.936829	-95.462156                                                                                                             
	11820	Astoria, OR Micro Area	2	2144872198	661629272	828.14	255.457	46.024509	-123.705037                                                                                                               
	16820	Charlottesville, VA Metro Area	1	4259261435	35688522	1644.51	13.779	37.949084	-78.593206                                                                                                         
	15820	Campbellsville, KY Micro Area	2	1430755277	34174451	552.418	13.195	37.31554	-85.443011                                                                                                           
	17820	Colorado Springs, CO Metro Area	1	6951246320	12034174	2683.891	4.646	38.845507	-104.638728                                                                                                       
	20820	Effingham, IL Micro Area	2	1240007567	3172833	478.77	1.225	39.047945	-88.592849                                                                                                                  
	21820	Fairbanks, AK Metro Area	1	18983544936	272866589	7329.588	105.354	64.676044	-146.548159                                                                                                          
	22820	Fort Morgan, CO Micro Area	2	3316441486	34663098	1280.485	13.383	40.263159	-103.81221                                                                                                            
	25820	Hereford, TX Micro Area	2	3876750566	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                                
	31820	Manitowoc, WI Micro Area	2	1526291643	2343348501	589.305	904.772	44.156137	-87.577352                                                                                                            
	35820	North Platte, NE Micro Area	2	10343810323	32334074	3993.768	12.484	41.230647	-100.78332                                                                                                          
	38820	Port Angeles, WA Micro Area	2	4503168731	2409553970	1738.683	930.334	48.110903	-123.88986                                                                                                        
	45820	Topeka, KS Metro Area	1	8372538366	148406221	3232.655	57.3	39.041389	-95.802639                                                                                                                  
	46820	Vermillion, SD Micro Area	2	1067154439	13955927	412.031	5.388	42.91615	-96.980468                                                                                                                
	48820	Willmar, MN Micro Area	2	2065210393	168281911	797.382	64.974	45.152714	-95.004981                                                                                                                
	49820	Zapata, TX Micro Area	2	2585876219	154370982	998.412	59.603	26.996981	-99.182603                                                                                                                 
	21840	Fairfield, IA Micro Area	2	1127999808	3524817	435.523	1.361	41.005888	-91.966634                                                                                                                 
	25840	Hermiston-Pendleton, OR Micro Area	2	13587020988	85993521	5245.978	33.202	45.544602	-119.076191                                                                                                  
	18860	Crescent City, CA Micro Area	2	2606117982	578742642	1006.228	223.454	41.763958	-124.003614                                                                                                       
	19860	Dickinson, ND Micro Area	2	6431980184	26010422	2483.402	10.043	46.912583	-102.988487                                                                                                             
	21860	Fairmont, MN Micro Area	2	1844928064	44669375	712.331	17.247	43.677118	-94.537252                                                                                                                
	25860	Hickory-Lenoir-Morganton, NC Metro Area	1	4246248373	75149421	1639.486	29.015	35.814611	-81.457066                                                                                               
	28860	Kirksville, MO Micro Area	2	2265278462	7684518	874.629	2.967	40.284489	-92.565124                                                                                                                
	30860	Logan, UT-ID Metro Area	1	4733850046	33251169	1827.75	12.838	41.88902	-111.787438                                                                                                                
	34860	Nacogdoches, TX Micro Area	2	2451572329	89731149	946.557	34.645	31.62056	-94.62025                                                                                                               
	40860	Rutland, VT Micro Area	2	2408219235	38751950	929.819	14.962	43.580858	-73.038202                                                                                                                 
	44860	Sulphur Springs, TX Micro Area	2	1987629163	65639829	767.428	25.344	33.148967	-95.565434                                                                                                         
	46860	Vernal, UT Micro Area	2	11609319514	56115726	4482.384	21.666	40.125887	-109.517748                                                                                                               
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097012211	916092532	1967.968	353.705	30.641097	-86.367692                                                                                   
	25880	Hillsdale, MI Micro Area	2	1549207129	22939158	598.152	8.857	41.927461	-84.637479                                                                                                                
	11900	Athens, OH Micro Area	2	1304386904	12461326	503.627	4.811	39.332604	-82.045844                                                                                                                   
	10900	Allentown-Bethlehem-Easton, PA-NJ Metro Area	1	3762895696	58376629	1452.862	22.539	40.789339	-75.398158                                                                                          
	12900	Batesville, AR Micro Area	2	3544216484	24794979	1368.43	9.573	35.927727	-91.515404                                                                                                               
	13900	Bismarck, ND Metro Area	1	11087702747	165098564	4280.986	63.745	46.887031	-100.979592                                                                                                            
	18900	Crossville, TN Micro Area	2	1764645664	9027907	681.334	3.486	35.952398	-84.994761                                                                                                                
	22900	Fort Smith, AR-OK Metro Area	1	6234769288	198777922	2407.258	76.749	35.463119	-94.299741                                                                                                         
	24900	Greenwood, MS Micro Area	2	3165909240	48172331	1222.364	18.599	33.491305	-90.113633                                                                                                              
	25900	Hilo, HI Micro Area	2	10433635363	2739472558	4028.449	1057.716	19.597764	-155.502443                                                                                                             
	28900	Klamath Falls, OR Micro Area	2	15391639810	503686589	5942.746	194.474	42.683761	-121.646168                                                                                                      
	30900	Logansport, IN Micro Area	2	1067476817	6973614	412.155	2.693	40.753799	-86.355168                                                                                                                
	35900	North Wilkesboro, NC Micro Area	2	1954249757	6862433	754.54	2.65	36.208883	-81.166095                                                                                                            
	36900	Ottumwa, IA Micro Area	2	1118453196	10836289	431.837	4.184	41.031275	-92.409466                                                                                                                  
	37900	Peoria, IL Metro Area	1	8633755841	173982690	3333.512	67.175	40.708887	-89.697466                                                                                                                
	45900	Traverse City, MI Micro Area	2	4379610516	7440142403	1690.977	2872.655	44.952324	-85.90832                                                                                                       
	46900	Vernon, TX Micro Area	2	2514738098	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                     
	48900	Wilmington, NC Metro Area	1	2754572932	516647220	1063.547	199.479	34.426033	-77.889634                                                                                                           
	12940	Baton Rouge, LA Metro Area	1	11306909736	523320311	4365.622	202.055	30.518781	-91.12559                                                                                                          
	16940	Cheyenne, WY Metro Area	1	6956354974	4348083	2685.864	1.679	41.29283	-104.660395                                                                                                                 
	20940	El Centro, CA Metro Area	1	10814594615	790217372	4175.539	305.105	33.040814	-115.3554                                                                                                            
	23940	Gillette, WY Micro Area	2	26041164939	44421978	10054.55	17.151	44.2321	-105.034342                                                                                                               
	25940	Hilton Head Island-Bluffton, SC Metro Area	1	3189082863	1019806214	1231.312	393.749	32.386792	-80.830877                                                                                         
	27940	Juneau, AK Micro Area	2	7003264582	1426373039	2703.976	550.726	58.37291	-134.178445                                                                                                              
	30940	London, KY Micro Area	2	4473996615	52507414	1727.42	20.273	36.985916	-83.966066                                                                                                                  
	33940	Montrose, CO Micro Area	2	7206742921	6522803	2782.539	2.518	38.342548	-108.162237                                                                                                                
	32940	Meridian, MS Micro Area	2	5598088633	36982632	2161.434	14.279	32.410674	-88.661926                                                                                                               
	44940	Sumter, SC Metro Area	1	3294552744	273793132	1272.034	105.712	33.792654	-80.294055                                                                                                               
	40940	Safford, AZ Micro Area	2	11970605964	47476264	4621.877	18.331	32.931828	-109.87831                                                                                                               
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3893014625	28161549	1503.101	10.873	42.536796	-92.471608                                                                                                   
	10980	Alpena, MI Micro Area	2	1481127630	2908710755	571.867	1123.06	44.894954	-83.426574                                                                                                               
	13980	Blacksburg-Christiansburg, VA Metro Area	1	2780565575	43260324	1073.582	16.703	37.120119	-80.559147                                                                                              
	19980	Dodge City, KS Micro Area	2	2844508243	2097356	1098.271	0.81	37.688416	-99.884748                                                                                                                
	20980	El Dorado, AR Micro Area	2	2691655893	41400825	1039.254	15.985	33.168219	-92.598145                                                                                                              
	21980	Fallon, NV Micro Area	2	12821785223	190748448	4950.519	73.648	39.53771	-118.264166                                                                                                               
